"idTask","task content 1","idTag","tag"
"5b49a000-b47a-4e58-8c36-94a7dd3a735a","Un bug en iOS causa que el Wi-Fi deje de funcionar en un iPhone","2aebfc4e-945e-4202-b599-0ae1a2d5ed00","ciencia_tecnologia"
"507d977a-1da1-425f-8f14-16188b795062","El puerto de Málaga recibe 100 reportajes de Gas Natural Licuado","689e8b5a-fe7b-49af-8f2a-9d81c68c6ae1","n/a"
"c072d718-01bc-42f7-8edc-c29d7e3bee59","Pokémon GO prepara nuevas funciones: cielo en tiempo real y mejoras en Pokédex","2aebfc4e-945e-4202-b599-0ae1a2d5ed00","ciencia_tecnologia"
"af745d78-54e4-49e7-acbd-dc31e68b5374","El partido de Pashinián gana los comicios armenios entre el rechazo de su rival","209ae89e-55b4-41fd-aac0-5400feab479e","politica"
"479508ac-e19e-42b6-a93d-3b8961edd12e","Mourinho y Sergio Ramos: estalla una de las grandes bombas del verano","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"26b47dfc-a343-4a09-b017-c895f3fe04d8","Ecuador anuncia perforación de pozos petroleros en la Amazonía","2514187e-bc5e-42e1-a19f-3e9ce48da0b4","medio_ambiente"
"7ab6d935-7a48-408f-9a58-f4511804d856","MicroStrategy expande las tenencias de Bitcoin de la compañía con una compra de $ 489 millones","11925830-148e-4890-a2bc-da9dc059dc17","economia"
"60714f36-a061-488d-a195-fe38ed152ecf","Culmia lanza en Mataró la promoción de VPO Monturiol Mar","81b36360-6cbf-4ffa-b558-9ef95c136714","sociedad"
"e22f5406-8b1a-463a-8866-bbf89497d559","Unión Viera y La Garita se quedan sin ascenso a la Liga Reto Iberdrola","ed198b6d-a5b9-4557-91ff-c0be51707dec","deportes"
"4552d4aa-632c-4e6e-8961-fd073356897f","El ocio nocturno reabre este lunes en varias comunidades autónomas","efa3683b-af6a-4208-8ee6-75aa91e7253b","cultura"
"c786b50a-745a-4a11-914e-6901d5b08f3f","El Museo Reina Sofía compra en una subasta dos obras de Pepe Espaliú","efa3683b-af6a-4208-8ee6-75aa91e7253b","cultura"
"919a4f99-0b6c-4a13-87ff-40a6c3898d84","BMW 333i E30 (1985): el desconocido BMW M3 sudafricano","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"6781b1e9-29c8-4aed-b679-348d57186e20","Utilizamos cookies","689e8b5a-fe7b-49af-8f2a-9d81c68c6ae1","n/a"
"97c3a7ab-183a-41a7-bcf9-945b3eb25c2a","Comienza la vacunación para los menores de 40 años","81b36360-6cbf-4ffa-b558-9ef95c136714","sociedad"
"125999a1-c75f-4f13-9b2f-329d267e1da8","Greenpeace, ‘imparable’","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"2e4ec282-0314-434c-9e64-8da034dbed8f","Guasp critica que los indultos son \"una muestra de la debilidad de Sánchez y de su pleitesía\" a sus socios","209ae89e-55b4-41fd-aac0-5400feab479e","politica"
"1ae428e2-7974-4021-af16-f6034cb913a8","Una final en Hampden Park","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"bf90c8f8-ccc9-4950-bdef-8ea15e9b51ef","El Corte Inglés estudia vender oficinas y mudarse a una nueva sede","11925830-148e-4890-a2bc-da9dc059dc17","economia"
"941faf07-35ef-4ce7-8dd7-b8050fe52359","Tuineje pide al Cabildo de Fuerteventura mejorar la seguridad de la carretera de la Rosa de los James","81b36360-6cbf-4ffa-b558-9ef95c136714","sociedad"
"96cb5a39-0b88-47d9-95be-549b9bdb829e","Ámsterdam quiere el pleno en la despedida de Macedonia del Norte domingo, 20 de junio de 2021 Ver noticia completa [+]","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"7fbbe7cf-f426-44a8-a862-b05a1f0a6338","Hacienda lanzará casi 6.600 investigaciones este año para cazar a evasores fiscales","209ae89e-55b4-41fd-aac0-5400feab479e","politica"
"9fc08e03-912f-4ff4-b8f8-ae7b7afce4e3","Recuperación con plomo en las alas","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"01794a5d-f92d-4ae4-81dc-b922e2d0644f","Alas a los delincuentes","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"e5b672b9-b854-4f32-ad7c-e0d592212f36","Medalla de oro para las mini de la Gimnasia Rítmica San Roque en Dos Hermanas","ed198b6d-a5b9-4557-91ff-c0be51707dec","deportes"
"af7fa6b4-d892-4943-896d-6fc90132020c","Glashütte Original Seventies Chronograph Panorama Date Limited Edition","689e8b5a-fe7b-49af-8f2a-9d81c68c6ae1","n/a"
"1872e36f-5093-4783-a8ba-e5a622af004a","El Ibex 35 no remonta y pierde los 9.000 puntos este lunes","11925830-148e-4890-a2bc-da9dc059dc17","economia"
"764f4353-6ed3-42a9-b985-fd350d4531e8","Hoy han llegado a la Comunitat 161.000 nuevas dosis de vacunas","81b36360-6cbf-4ffa-b558-9ef95c136714","sociedad"
"6ae1d70f-f397-4587-b579-65b26bfbd7cd","Juvenil Preferente Menorca (Fase Final). Jornada 06. C.E. Sant Lluis vs C.E. Ferreries","ed198b6d-a5b9-4557-91ff-c0be51707dec","deportes"
"b40bcbf9-f35f-43e6-b675-205b51391992","La 'Revolución del baloncesto femenino'llega a L’Alqueria","ed198b6d-a5b9-4557-91ff-c0be51707dec","deportes"
"a885f591-a7c6-4d62-9d97-2d3643ed0419","Fomentar la independencia de los pacientes de ELA es el objetivo clave de la Fisioterapia, según el CGCFE","81b36360-6cbf-4ffa-b558-9ef95c136714","sociedad"
"9de22993-3e19-4fb9-bf35-ce50d10365e2","Loco Lunes","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"52baa909-05ba-44ea-bcc3-c4c3195c78a4","La bolsa española pierde los 9.000 puntos tras el volantazo de la Fed","11925830-148e-4890-a2bc-da9dc059dc17","economia"
"3d346228-3902-43f6-8f59-3615b2f60738","Fundación SSG presenta las I Jornadas de Equipos de Emergencias","81b36360-6cbf-4ffa-b558-9ef95c136714","sociedad"
"b9230e06-357f-4463-ab61-4271de39461a","Sobreviven 16 grados simples en el SUG con menos de 25 alumnos","e611dcb0-5932-47c9-8fc6-320645f7185f","educacion"
"ca53b2fc-d112-43a4-864c-d887ab3d87a6","El 75% de los españoles tiene previsto viajar este verano","81b36360-6cbf-4ffa-b558-9ef95c136714","sociedad"
"6cb702d1-9a88-4fc3-8b04-bc67003c0807","Sánchez reunirá al Comité Federal del PSOE el 3 de julio, tras los indultos y la victoria de Espadas frente a Díaz","209ae89e-55b4-41fd-aac0-5400feab479e","politica"
"317ef97d-7236-4936-9a11-bf12abfec2da","Descripción de El extraño comportamiento de Betelgeuse (Ep.202)","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"2701d6be-19f6-4bf7-bf34-6916d87ed552","Disney+ se queda con el documental 'Get Back'de los Beatles, que ya no se estrenará en cines","efa3683b-af6a-4208-8ee6-75aa91e7253b","cultura"
"dc8b05f6-2f4a-4150-99fa-ef3c005b808e","1-2. Un gol en propia puerta de Yerry Mina le da vida a Perú","ed198b6d-a5b9-4557-91ff-c0be51707dec","deportes"
"93cfcc56-2e94-445a-8193-55d39dc67fbc","ICEX y OIVE formarán como especialistas en vino español a hosteleros de ocho países","81b36360-6cbf-4ffa-b558-9ef95c136714","sociedad"
"1cbd6db2-0afe-4144-b332-502e0436fa71","Sindicatos protestan en la Biblioteca Nacional por la «mala gestión» de la institución y piden el cese de la directora","81b36360-6cbf-4ffa-b558-9ef95c136714","sociedad"
"9e5e339e-49de-4b4e-bc42-6029506afa23","El primer coche de acero «verde» está cada vez más cerca","2514187e-bc5e-42e1-a19f-3e9ce48da0b4","medio_ambiente"
"05ae2b07-c582-42bb-a150-53ce83948be8","WB Montreal, creadores de Gotham Knights, ya está trabajando en un nuevo AAA y llegan las primeras pistas","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"bb7f2603-a29f-465a-a1e4-dc9df9f140f7","Por fin, y después de diez meses, “reabren” los parques infantiles de Ávila","81b36360-6cbf-4ffa-b558-9ef95c136714","sociedad"
"35e78d02-d846-4dc1-ad68-d4bb891ddce8","Mañueco, sobre los indultos y la reforma de la Constitución: “El Gobierno tiene que actuar con más seriedad”","209ae89e-55b4-41fd-aac0-5400feab479e","politica"
"e39185ae-1cd8-4a3a-bffc-f0110b98f804","ACUTAX agradece las ayudas para el sector del taxi anunciadas por el Gobierno regional","81b36360-6cbf-4ffa-b558-9ef95c136714","sociedad"
"f06cc2ba-c4d0-43c2-a358-b108daa56683","Alvaro Mur | Pianista \"Los músicos estamos en permanente evolución\"","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"4364257c-1f3f-474d-8f1e-4731cbbe9934","COMUNICADO: TradingforexTV, el primer canal de televisión de trading de habla hispana","689e8b5a-fe7b-49af-8f2a-9d81c68c6ae1","n/a"
"9b7e2708-0205-46d7-8249-fd8ca584cf43","Así es AVLO, el nuevo servicio de trenes de Renfe que ofrece billetes ‘low cost'","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"e5434c6e-e964-45a9-82ed-f28876d68ca3","Venta motocultor","689e8b5a-fe7b-49af-8f2a-9d81c68c6ae1","n/a"
"5745a303-ba84-42dd-ad72-b4b50c6a8448","Coronavirus: Huelva mantiene la tasa más alta de las capitales andaluzas, con 346, 2 casos","81b36360-6cbf-4ffa-b558-9ef95c136714","sociedad"
"dad92d41-1771-49cc-90df-d3a9f5550292","¿Te toca vacunarte en verano?: haz cuentas con los días que tienen que pasar entre las dosis de cada vacuna","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"91db8703-5838-489d-89d7-dd78dfaa1802","Ida Applebroog, debajo de la alfombra","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"7bbf0f42-c7f4-4d52-b23a-71ef0280a617","Os Ancares","689e8b5a-fe7b-49af-8f2a-9d81c68c6ae1","n/a"
"511e9894-b1ff-483b-ba41-6f47ad393e83","Bednarek, duda para enfrentarse a Suecia por un problema muscular","ed198b6d-a5b9-4557-91ff-c0be51707dec","deportes"
"f6b82628-b750-41b0-b605-1b975812dca7","El PPdeG arranca las negociaciones del dictamen de recuperación con \"máxima predisposición al diálogo\" con la oposición","209ae89e-55b4-41fd-aac0-5400feab479e","politica"
"970d7015-6e0d-4eb4-b214-d53ade0214d9","Fórmula 1 | Resumen de la carrera y resultado Gran Premio de Francia: Discreta carrera de Sainz y Alonso","ed198b6d-a5b9-4557-91ff-c0be51707dec","deportes"
"5586e3d5-6f55-4f96-9e8f-4db4a0478802","Openbank rebaja su hipoteca fija a los clientes que aporten la documentación antes de 10 días","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"45fc954e-b356-44ad-b284-dd8a1c35985e","España se entrena para preparar el decisivo partido contra Eslovaquia","ed198b6d-a5b9-4557-91ff-c0be51707dec","deportes"
"155f6873-49a1-4db3-a3e3-6c5693c8c48a","Acciona se adjudica la construcción de un canal en Estados Unidos por 2.300 millones de euros","11925830-148e-4890-a2bc-da9dc059dc17","economia"
"402df7f4-1129-4b56-9af6-fdb31f9d2d49","Antònia Font completa su retorno con el anuncio de un nuevo disco (y más conciertos)","efa3683b-af6a-4208-8ee6-75aa91e7253b","cultura"
"5abb80ee-474b-4f84-97d8-491b98ebdf6f","'Los viajes del pueblo judío', en el centro cultural de Las Claras","efa3683b-af6a-4208-8ee6-75aa91e7253b","cultura"
"b5ec68f4-68f6-4886-b4ec-14921e0c370b","Edmundo Bal:«Los indultos serán una concesión más; el nacionalismo no se conforma»","209ae89e-55b4-41fd-aac0-5400feab479e","politica"
"f63f9ca7-784f-4239-a86d-54fbafa7a620","Utilizamos cookies","689e8b5a-fe7b-49af-8f2a-9d81c68c6ae1","n/a"
"f0b16143-c98f-49ed-aa49-0e2d9e4f7590","Euskadi acoge la 1ª gira de deporte y ecología que se celebra en Europa, Nationale-Nederlanden Plogging Tour","689e8b5a-fe7b-49af-8f2a-9d81c68c6ae1","n/a"
"024e70f4-74e2-4f6a-b82b-6bacc5577c8b","España recibe un gol cada tres tiros a puerta","ed198b6d-a5b9-4557-91ff-c0be51707dec","deportes"
"6d71b4a5-adc5-41d7-a629-7b4fcb44b140","El rap llega a San Pedro de la mano de SFDK","efa3683b-af6a-4208-8ee6-75aa91e7253b","cultura"
"08495253-3ec8-46fa-8dbd-fe61560e3a58","Días clave en el Deportivo para Adrián Lapeña y Josep Calavera","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"8ca3b728-6fff-4ba6-8293-5ccfec0d9384","Investigación a Hungría por insultos racistas a Mbappé y Benzema","ed198b6d-a5b9-4557-91ff-c0be51707dec","deportes"
"e7e229c2-2f15-46ba-8d53-002f4cccc839","Adjudicadas las obras de terminación de la comisaría de la Policía Nacional de Almendralejo","81b36360-6cbf-4ffa-b558-9ef95c136714","sociedad"
"8ea47c1c-7678-4114-830b-95da0695f697","Ayuntamiento y Cámara de Comercio organizan el Salón de las Energías NorteRenovables para el 6 y 7 de octubre","2514187e-bc5e-42e1-a19f-3e9ce48da0b4","medio_ambiente"
"5f64bb25-f048-49d2-beea-221f757fa3c2","Torres (BBVA) pide avanzar en las reformas estructurales y en incentivos a la inversión privada","11925830-148e-4890-a2bc-da9dc059dc17","economia"
"472091e8-1c30-4f55-9373-f956e34ad94d","Las excavaciones en Atapuerca contarán con la mitad del personal científico","2aebfc4e-945e-4202-b599-0ae1a2d5ed00","ciencia_tecnologia"
"21bc82d8-657a-4332-b37e-897713d00133","Sant Jordi intensifica la ayuda a Ateneu Maestrat con un convenio en el que se aumenta la subvención directa","efa3683b-af6a-4208-8ee6-75aa91e7253b","cultura"
"281d6802-c807-4e96-9724-a34a0dad35f5","Detenido en Soria un joven de 18 años por agredir a su madre y a varios policías","81b36360-6cbf-4ffa-b558-9ef95c136714","sociedad"
"7e1e63c8-2ccd-47e6-9f74-52e5bc11896f","Megaman lanza al mercado un nuevo concepto de iluminación led lineal","689e8b5a-fe7b-49af-8f2a-9d81c68c6ae1","n/a"
"709f8f47-b65d-454f-873a-c8db82e0a733","La Junta anuncia ayudas a ayuntamientos para urbanizar suelos para viviendas protegidas","209ae89e-55b4-41fd-aac0-5400feab479e","politica"
"0262a002-4b1f-4427-b490-147c197fe3e2","Humbert sorprende a Rublev y triunfa en Halle","ed198b6d-a5b9-4557-91ff-c0be51707dec","deportes"
"49009678-c007-46bf-9319-ab44952613ea","Investigadores españoles demuestran que el consumo de frambuesas protege frente al cáncer de colon","2aebfc4e-945e-4202-b599-0ae1a2d5ed00","ciencia_tecnologia"
"b636fb25-4309-40ed-bab9-684127a332da","Casi la mitad de empresas de Londres permitirá teletrabajar entre 4 y 5 días a la semana","11925830-148e-4890-a2bc-da9dc059dc17","economia"
"c2273a2f-ae25-40c6-8826-a1ea547d4834","Renovada la declaración de Cuenca como Ciudad Amiga de la Infancia","81b36360-6cbf-4ffa-b558-9ef95c136714","sociedad"
"214fa08e-0f9b-437e-9cf7-016272236e9e","Plata y bronce para Intec-Zoiti en el Campeonato de España Sub-23","ed198b6d-a5b9-4557-91ff-c0be51707dec","deportes"
"00f5f188-8c01-4ca1-94a8-7ec731dc83b1","Tottenham frustrado por filtraciones mientras continúa la búsqueda caótica de nuevo entrenador","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"a26c5102-5c8f-48b1-87b0-950096adfd7c","Food 4 Future clausura su primera edición con 5.417 visitantes","81b36360-6cbf-4ffa-b558-9ef95c136714","sociedad"
"c9d461f6-bfcb-4c66-840a-83976a991e7e","Cómo elegir pienso, rascadores y accesorios para mascotas antes de comprar","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"0a5ea0ab-36f8-491e-bc72-59e374371277","Investigan una violación a una mujer durante una cita de Tinder en Mallorca","81b36360-6cbf-4ffa-b558-9ef95c136714","sociedad"
"cf6e54cc-9703-4b17-9af3-3d11791bb6ef","KAPLAN: LA FED DE DALLAS SIGUE ESPERANDO UN CRECIMIENTO DEL PIB DE ALREDEDOR DEL 6,5% EN 2021 – Reuters","11925830-148e-4890-a2bc-da9dc059dc17","economia"
"9d9609ed-43f5-4583-8904-8769bedfc30f","El sorprendente equipo que se interesa en Sergio Ramos","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"60a406d4-39a0-47a0-b5da-b083d5402042","UN will not decolonize PR","209ae89e-55b4-41fd-aac0-5400feab479e","politica"
"c4e8b4c2-2cec-442d-b4ce-6bd189efc6c1","La Línea acometerá el cerramiento de Arroyo Negro de la mano de la Fundación Cepsa","689e8b5a-fe7b-49af-8f2a-9d81c68c6ae1","n/a"
"60cc3494-b596-44b2-9ba4-94e4c55cc129","Nicolás Maduro Guerra: “De repente alguna expropiación fue injusta”","209ae89e-55b4-41fd-aac0-5400feab479e","politica"
"682c4b4c-2214-495d-b15b-f866f91f7b73","URSARIA | Ramírez: “Tenemos mucha plantilla y podía jugar cualquiera”","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"72a6cd7d-6198-4b2c-837a-840c48a4053d","Las excavaciones en Atapuerca contarán con la mitad del personal científico","2aebfc4e-945e-4202-b599-0ae1a2d5ed00","ciencia_tecnologia"
"9acbcab4-80fe-41b4-8b91-a9490383e1ad","El español Jon Rahm se proclama campeón del Abierto de Estados Unidos","ed198b6d-a5b9-4557-91ff-c0be51707dec","deportes"
"872e3de9-cdb2-498d-aaa2-f94f10983cbd","Más de 300 inmigrantes indocumentados detenidos en Malasia","209ae89e-55b4-41fd-aac0-5400feab479e","politica"
"adc63cd8-1107-407a-b2c0-58b2999dfbd0","La pionera guía de presión OmniWire ofrece importantes beneficios en las intervenciones coronarias en España","2aebfc4e-945e-4202-b599-0ae1a2d5ed00","ciencia_tecnologia"
"41573d50-17f4-4b36-9a15-0c99a88e48ef","Meghan Markle y el detalle con el que rinde homenaje a Lady Di a través de su libro","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"8eba2669-82bc-4403-9d09-70bf3d878a97","Astorga, eje del ciclismo randonneur con la Super Brevet 1.200 Asturica Augusta","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"cf64387f-f952-411b-8565-e92ed5383318","Defensa cerrada de PP, XAv y Cs a la Mesa del Ferrocarril","209ae89e-55b4-41fd-aac0-5400feab479e","politica"
"f4477dec-7c5c-48c1-bf9f-349ac918558a","Suiza compra medio billete a octavos","ed198b6d-a5b9-4557-91ff-c0be51707dec","deportes"
"2cf97db8-ed47-408b-bceb-ce8210e565ef","Villacís celebra la reapertura de centros de mayores tras un año \"durísimo\"","209ae89e-55b4-41fd-aac0-5400feab479e","politica"
"9b8d5cd7-9afb-47e6-b17e-999f54f77ab1","Utilizamos cookies","689e8b5a-fe7b-49af-8f2a-9d81c68c6ae1","n/a"
"c7462c5c-1949-4cdd-8b28-8052ff2749f2","El Kospi cae un 0,83% ante tono agresivo de la Fed sobre la subida de tipos","11925830-148e-4890-a2bc-da9dc059dc17","economia"
"18d59ca6-c8da-4b93-84ee-0ef729ec5d18","10 ofertas en cremas antiedad (y antiarrugas) de Amazon","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"f7a2d2ac-f1a2-4603-a207-5f6e4580cdea","Castelló tancarà les seues platges en la Nit de Sant Joan a partir de les 20.00 hores per a evitar aglomeracions","81b36360-6cbf-4ffa-b558-9ef95c136714","sociedad"
"6d81a310-3d41-4f70-b887-b979d2f7164d","La mejor máquina de afeitar de Gillete, de rebajas en el Amazon Prime Day","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"87ac0c9d-de47-4117-9b6e-01e68486d6fd","España se prepara para recuperar su filo ante Eslovaquia","ed198b6d-a5b9-4557-91ff-c0be51707dec","deportes"
"0a2d6cb3-0ebe-4d6e-9ce6-db3b601c4244","El UD Granadilla Egatesa planea reclamar vía penal las subvenciones adeudadas por el Ayuntamiento","689e8b5a-fe7b-49af-8f2a-9d81c68c6ae1","n/a"
"9b600029-22b0-4435-bfa9-e0c55fae2e0b","Actividades en torno a la festividad de San Juan 2021","0a33b88a-3a9c-4c2d-bb5b-ce2264aead50","clickbait"
"670ba469-df1a-4447-a3cf-12d97b9a7843","Las eléctricas aprovechan la confusión en la luz con tarifas 'fijas'","689e8b5a-fe7b-49af-8f2a-9d81c68c6ae1","n/a"
"2627e773-4d2a-4e5c-8782-edc5d025f35c","Segundo día consecutivo de repunte de contagios en Cataluña","81b36360-6cbf-4ffa-b558-9ef95c136714","sociedad"
"520a45c8-e12d-455b-a048-c4ee4bf9cbee","Alonso: \"Ejecutamos la carrera que queríamos y acabamos con cuatro puntos en el bolsillo\"","ed198b6d-a5b9-4557-91ff-c0be51707dec","deportes"
